"Area","Cod","Ind","Anno","Mese","Val"
"REG","00005","1600",2009,5,4412095.07
"REG","00005","1700",2009,5,47024631.9
"REG","00005","1800",2009,5,27990485.7
"REG","00005","1900",2009,5,1098849473.75
"REG","00005","1100",2009,6,1340487597.62
"REG","00005","1200",2009,6,2748220206.65
"REG","00005","1300",2009,6,2728252914.75
"REG","00005","1400",2009,6,1360454889.52
"REG","00005","1500",2009,6,305838550.87
"REG","00005","1600",2009,6,4144028.58
"REG","00005","1700",2009,6,30128479.53
"REG","00005","1800",2009,6,3249048.71
"REG","00005","1900",2009,6,1083849838.31
"REG","00005","1100",2009,7,1340105600.5
"REG","00005","1200",2009,7,3145196591.41
"REG","00005","1300",2009,7,3204491574.15
"REG","00005","1400",2009,7,1280810617.76
"REG","00005","1500",2009,7,246347256.77
"REG","00005","1600",2009,7,1620463.89
"REG","00005","1700",2009,7,10367583.12
"REG","00005","1800",2009,7,1155464.31
"REG","00005","1900",2009,7,1044365944.53
"REG","00005","1100",2009,8,1340491167.63
"REG","00005","1200",2009,8,3454489915.71
"REG","00005","1300",2009,8,3583977215.84
"REG","00005","1400",2009,8,1211003867.5
"REG","00005","1500",2009,8,230122169.76
"REG","00005","1600",2009,8,1373933.83
"REG","00005","1700",2009,8,24949272.75
"REG","00005","1800",2009,8,1689474.42
"REG","00005","1900",2009,8,1006146511.08
"REG","00005","1100",2009,9,1340491167.63
"REG","00005","1200",2009,9,3741840771.15
"REG","00005","1300",2009,9,3972818676.86
"REG","00005","1400",2009,9,1109513261.92
"REG","00005","1500",2009,9,200475518.87
"REG","00005","1600",2009,9,4226688.86
"REG","00005","1700",2009,9,18002768.94
"REG","00005","1800",2009,9,1421116.31
"REG","00005","1900",2009,9,924234939.44
"REG","00005","1100",2009,10,1340491167.63
"REG","00005","1200",2009,10,4245050209.6
"REG","00005","1300",2009,10,4370379846.92
"REG","00005","1400",2009,10,1215161530.31
"REG","00005","1500",2009,10,213928874.27
"REG","00005","1600",2009,10,2871988.93
"REG","00005","1700",2009,10,19466370.82
"REG","00005","1800",2009,10,49074624.96
"REG","00005","1900",2009,10,1066901662.89
"REG","00005","1100",2009,11,1340109170.51
"REG","00005","1200",2009,11,4626120921.48
"REG","00005","1300",2009,11,4752052383.98
"REG","00005","1400",2009,11,1214177708.01
"REG","00005","1500",2009,11,202258977.21
"REG","00005","1600",2009,11,4091672.03
"REG","00005","1700",2009,11,35857451.83
"REG","00005","1800",2009,11,2963578.54
"REG","00005","1900",2009,11,1046648089.14
"REG","00005","1100",2009,12,1336467954.24
"REG","00005","1200",2009,12,5615256330.62
"REG","00005","1300",2009,12,5608806631.91
"REG","00005","1400",2009,12,1342917652.95
"REG","00005","1500",2009,12,373971278.87
"REG","00005","1600",2009,12,38998117.03
"REG","00005","1700",2009,12,57082941.36
"REG","00005","1800",2009,12,19933048.04
"REG","00005","1900",2009,12,1006964246.45
"REG","00006","1100",2009,1,490652713.72
"REG","00006","1200",2009,1,90582799.51
"REG","00006","1300",2009,1,148036059.13
"REG","00006","1400",2009,1,433199454.1
"REG","00006","1500",2009,1,411011.1
"REG","00006","1600",2009,1,0
"REG","00006","1700",2009,1,0
"REG","00006","1800",2009,1,0
"REG","00006","1900",2009,1,13443691.74
"REG","00006","1100",2009,2,490652713.73
"REG","00006","1200",2009,2,224718859.11
"REG","00006","1300",2009,2,292525900.1
"REG","00006","1400",2009,2,422845672.74
"REG","00006","1500",2009,2,501981.55
"REG","00006","1600",2009,2,0
"REG","00006","1700",2009,2,0
"REG","00006","1800",2009,2,0
"REG","00006","1900",2009,2,11203010.93
"REG","00006","1100",2009,3,493078893.89
"REG","00006","1200",2009,3,409174284.35
"REG","00006","1300",2009,3,456771460.03
"REG","00006","1400",2009,3,445481718.21
"REG","00006","1500",2009,3,519629.43
"REG","00006","1600",2009,3,0
"REG","00006","1700",2009,3,0
"REG","00006","1800",2009,3,0
"REG","00006","1900",2009,3,11692299.25
"REG","00006","1100",2009,4,497362954.31
"REG","00006","1200",2009,4,690716951.57
"REG","00006","1300",2009,4,621897274.76
"REG","00006","1400",2009,4,566182631.12
"REG","00006","1500",2009,4,758928.37
"REG","00006","1600",2009,4,0
"REG","00006","1700",2009,4,0
"REG","00006","1800",2009,4,0
"REG","00006","1900",2009,4,18784071.71
"REG","00006","1100",2009,5,497362954.31
"REG","00006","1200",2009,5,810872399.28
"REG","00006","1300",2009,5,794189545.89
"REG","00006","1400",2009,5,514045807.7
"REG","00006","1500",2009,5,558649.33
"REG","00006","1600",2009,5,0
"REG","00006","1700",2009,5,0
"REG","00006","1800",2009,5,0
"REG","00006","1900",2009,5,15628217.55
"REG","00006","1100",2009,6,497362954.31
"REG","00006","1200",2009,6,985183729.71
"REG","00006","1300",2009,6,1024156260.65
"REG","00006","1400",2009,6,458390423.37
"REG","00006","1500",2009,6,502081.94
"REG","00006","1600",2009,6,0
"REG","00006","1700",2009,6,0
"REG","00006","1800",2009,6,0
"REG","00006","1900",2009,6,12720245.29
"REG","00006","1100",2009,7,497362954.31
"REG","00006","1200",2009,7,1161215683.36
"REG","00006","1300",2009,7,1214715768.15
"REG","00006","1400",2009,7,443862869.52
"REG","00006","1500",2009,7,504503.44
"REG","00006","1600",2009,7,0
"REG","00006","1700",2009,7,0
"REG","00006","1800",2009,7,0
"REG","00006","1900",2009,7,11249963.71
"REG","00006","1100",2009,8,497362954.31
"REG","00006","1200",2009,8,1299865042.58
"REG","00006","1300",2009,8,1364842714.57
"REG","00006","1400",2009,8,432385282.32
"REG","00006","1500",2009,8,396114.94
"REG","00006","1600",2009,8,0
"REG","00006","1700",2009,8,0
"REG","00006","1800",2009,8,0
"REG","00006","1900",2009,8,10862465.15
"REG","00006","1100",2009,9,497362954.31
"REG","00006","1200",2009,9,1513357378.33
"REG","00006","1300",2009,9,1524246366.25
"REG","00006","1400",2009,9,486473966.39
"REG","00006","1500",2009,9,523204.83
"REG","00006","1600",2009,9,0
"REG","00006","1700",2009,9,0
"REG","00006","1800",2009,9,0
"REG","00006","1900",2009,9,14069422.71
"REG","00006","1100",2009,10,497112127.84
"REG","00006","1200",2009,10,1679591858.46
"REG","00006","1300",2009,10,1696923919.32
"REG","00006","1400",2009,10,479780066.98
"REG","00006","1500",2009,10,383120.54
"REG","00006","1600",2009,10,0
"REG","00006","1700",2009,10,0
"REG","00006","1800",2009,10,0
"REG","00006","1900",2009,10,13587328.06
"REG","00006","1100",2009,11,461459225.13
"REG","00006","1200",2009,11,1916150811.1
"REG","00006","1300",2009,11,1849094310.36
"REG","00006","1400",2009,11,528515725.87
"REG","00006","1500",2009,11,421981.58
"REG","00006","1600",2009,11,0
"REG","00006","1700",2009,11,0
"REG","00006","1800",2009,11,0
"REG","00006","1900",2009,11,15980797.12
"REG","00006","1100",2009,12,497112127.84
"REG","00006","1200",2009,12,2231552581.09
"REG","00006","1300",2009,12,2189551229.93
"REG","00006","1400",2009,12,539113479
"REG","00006","1500",2009,12,393042.81
"REG","00006","1600",2009,12,0
"REG","00006","1700",2009,12,0
"REG","00006","1800",2009,12,0
"REG","00006","1900",2009,12,11895719.16
"REG","00007","1100",2009,1,580264378.97
"REG","00007","1200",2009,1,154967474.54
"REG","00007","1300",2009,1,204570213.73
"REG","00007","1400",2009,1,530661639.78
"REG","00007","1500",2009,1,89043826.88
"REG","00007","1600",2009,1,1064898.87
"REG","00007","1700",2009,1,2081303.1
"REG","00007","1800",2009,1,364842.21
"REG","00007","1900",2009,1,442999059.34
"REG","00007","1100",2009,2,580009381.46
"REG","00007","1200",2009,2,333224277.47
"REG","00007","1300",2009,2,396128418.58
"REG","00007","1400",2009,2,517105240.35
"REG","00007","1500",2009,2,75889553.07
"REG","00007","1600",2009,2,1301392.94
"REG","00007","1700",2009,2,6610513.87
"REG","00007","1800",2009,2,13276241.67
"REG","00007","1900",2009,2,459801049.88
"REG","00007","1100",2009,3,581391641.36
"REG","00007","1200",2009,3,507330826.92
"REG","00007","1300",2009,3,596450359.66
"REG","00007","1400",2009,3,492272108.62
"REG","00007","1500",2009,3,63730254.93
"REG","00007","1600",2009,3,775499.66
"REG","00007","1700",2009,3,6204239.2
"REG","00007","1800",2009,3,8661782.43
"REG","00007","1900",2009,3,442632375.66
"REG","00007","1100",2009,4,581235274.36
"REG","00007","1200",2009,4,626590238.44
"REG","00007","1300",2009,4,788070827.57
"REG","00007","1400",2009,4,419754685.23
"REG","00007","1500",2009,4,58206962.08
"REG","00007","1600",2009,4,881521.42
"REG","00007","1700",2009,4,4969581.38
"REG","00007","1800",2009,4,149152.39
"REG","00007","1900",2009,4,365784935.5
"REG","00007","1100",2009,5,581507850.22
"REG","00007","1200",2009,5,835994874.5
"REG","00007","1300",2009,5,974366815.47
"REG","00007","1400",2009,5,443135909.25
"REG","00007","1500",2009,5,70344258.48
"REG","00007","1600",2009,5,87835.14
"REG","00007","1700",2009,5,3682330.14
"REG","00007","1800",2009,5,9858970.78
"REG","00007","1900",2009,5,386245116.55
"REG","00007","1100",2009,6,581507850.22
"REG","00007","1200",2009,6,1130865577.67
"REG","00007","1300",2009,6,1262296906.5
"REG","00007","1400",2009,6,450076521.39
"REG","00007","1500",2009,6,88180259.69
"REG","00007","1600",2009,6,578028.81
"REG","00007","1700",2009,6,8598796.1
"REG","00007","1800",2009,6,3197213.62
"REG","00007","1900",2009,6,373114242.61
"REG","00007","1100",2009,7,581507850.22
"REG","00007","1200",2009,7,1387094043.64
"REG","00007","1300",2009,7,1488398787.38
"REG","00007","1400",2009,7,480203106.48
"REG","00007","1500",2009,7,117666108.71
"REG","00007","1600",2009,7,565858.81
"REG","00007","1700",2009,7,1530488.47
"REG","00007","1800",2009,7,836688.22
"REG","00007","1900",2009,7,364338315.65
"REG","00007","1100",2009,8,581507850.22
"REG","00007","1200",2009,8,1563657052.13
"REG","00007","1300",2009,8,1653921748.95
"REG","00007","1400",2009,8,491243153.4
"REG","00007","1500",2009,8,120461150.14
"REG","00007","1600",2009,8,4851570.04
"REG","00007","1700",2009,8,1555347.63
"REG","00007","1800",2009,8,147487.23
"REG","00007","1900",2009,8,367633268.08
"REG","00007","1100",2009,9,581507850.22
"REG","00007","1200",2009,9,1696648063.87
"REG","00007","1300",2009,9,1846924780.4
"REG","00007","1400",2009,9,431231133.69
"REG","00007","1500",2009,9,84963319.83
"REG","00007","1600",2009,9,412795.9
"REG","00007","1700",2009,9,2296598.4
"REG","00007","1800",2009,9,198459.02
"REG","00007","1900",2009,9,348350075.38
"REG","00007","1100",2009,10,581507850.22
"REG","00007","1200",2009,10,1933280245.82
"REG","00007","1300",2009,10,2027602881.62
"REG","00007","1400",2009,10,487185214.42
"REG","00007","1500",2009,10,79224775.74
"REG","00007","1600",2009,10,522662.63
"REG","00007","1700",2009,10,2097672.17
"REG","00007","1800",2009,10,19562781.02
"REG","00007","1900",2009,10,429098229.24
"REG","00007","1100",2009,11,581507850.22
"REG","00007","1200",2009,11,2115945473.76
"REG","00007","1300",2009,11,2210163987.95
"REG","00007","1400",2009,11,487289336.03
"REG","00007","1500",2009,11,72145300.36
"REG","00007","1600",2009,11,8834076.97
"REG","00007","1700",2009,11,4343766.12
"REG","00007","1800",2009,11,181548.79
"REG","00007","1900",2009,11,410835273.61
"REG","00007","1100",2009,12,581507850.22
"REG","00007","1200",2009,12,2529138112.35
"REG","00007","1300",2009,12,2582867558.91
"REG","00007","1400",2009,12,527778403.66
"REG","00007","1500",2009,12,112974656.14
"REG","00007","1600",2009,12,1439783.86
"REG","00007","1700",2009,12,5287991.92
"REG","00007","1800",2009,12,2256897.67
"REG","00007","1900",2009,12,420908853.25
"REG","00008","1100",2009,1,1024986630.96
"REG","00008","1200",2009,1,479661151.22
"REG","00008","1300",2009,1,423210750.66
"REG","00008","1400",2009,1,1081437031.52
"REG","00008","1500",2009,1,326225196.89
"REG","00008","1600",2009,1,1999169.53
"REG","00008","1700",2009,1,10624947.57
"REG","00008","1800",2009,1,336533.54
"REG","00008","1900",2009,1,764174146.21
"REG","00008","1100",2009,2,1024976114.28
"REG","00008","1200",2009,2,888156482.98
"REG","00008","1300",2009,2,888496006.78
"REG","00008","1400",2009,2,1024636590.48
"REG","00008","1500",2009,2,230930501.5
"REG","00008","1600",2009,2,1191118.25
"REG","00008","1700",2009,2,28127625.86
"REG","00008","1800",2009,2,11467202.47
"REG","00008","1900",2009,2,832109799.06
"REG","00008","1100",2009,3,1024845653.54
"REG","00008","1200",2009,3,1286414457.35
"REG","00008","1300",2009,3,1372484784.98
"REG","00008","1400",2009,3,938775325.91
"REG","00008","1500",2009,3,167100740.6
"REG","00008","1600",2009,3,623013.97
"REG","00008","1700",2009,3,45636154.2
"REG","00008","1800",2009,3,3558458.03
"REG","00008","1900",2009,3,820246183.57
"REG","00008","1100",2009,4,1025187272.25
"REG","00008","1200",2009,4,1577226017.38
"REG","00008","1300",2009,4,1809507653.71
"REG","00008","1400",2009,4,792905635.92
"REG","00008","1500",2009,4,136495178.99
"REG","00008","1600",2009,4,1774284.22
"REG","00008","1700",2009,4,18793740.82
"REG","00008","1800",2009,4,437768.46
"REG","00008","1900",2009,4,673867681.99
"REG","00008","1100",2009,5,1055185646.25
"REG","00008","1200",2009,5,2059046798.88
"REG","00008","1300",2009,5,2256733082.5
"REG","00008","1400",2009,5,857499362.63
"REG","00008","1500",2009,5,156570089.93
"REG","00008","1600",2009,5,2228980.11
"REG","00008","1700",2009,5,35928630.45
"REG","00008","1800",2009,5,21841963.56
"REG","00008","1900",2009,5,756470886.6
"REG","00008","1100",2009,6,1025185646.25
"REG","00008","1200",2009,6,2883939347.51
"REG","00008","1300",2009,6,2892075245.23
"REG","00008","1400",2009,6,1017049748.53
"REG","00008","1500",2009,6,286848459.42
"REG","00008","1600",2009,6,4846023.78
"REG","00008","1700",2009,6,60177541.75
"REG","00008","1800",2009,6,1812489.36
"REG","00008","1900",2009,6,787345296.44
"REG","00008","1100",2009,7,1024662680.65
"REG","00008","1200",2009,7,3476978077.5
"REG","00008","1300",2009,7,3448293762.88
"REG","00008","1400",2009,7,1053346995.27
"REG","00008","1500",2009,7,309723882.53
"REG","00008","1600",2009,7,1504620.34
"REG","00008","1700",2009,7,7439547.25
"REG","00008","1800",2009,7,1739631.79
"REG","00008","1900",2009,7,751297671.44
"REG","00008","1100",2009,8,1024662680.65
"REG","00008","1200",2009,8,3767764373.2
"REG","00008","1300",2009,8,3835742113.87
"REG","00008","1400",2009,8,956684939.98
"REG","00008","1500",2009,8,234710678.92
"REG","00008","1600",2009,8,1156467.43
"REG","00008","1700",2009,8,12574188.23
"REG","00008","1800",2009,8,436474.33
"REG","00008","1900",2009,8,733828456.19
"REG","00008","1100",2009,9,1024662680.65
"REG","00008","1200",2009,9,4063542113
"REG","00008","1300",2009,9,4245727025.81
"REG","00008","1400",2009,9,842477767.84
"REG","00008","1500",2009,9,169800584.46
"REG","00008","1600",2009,9,1853078.02
"REG","00008","1700",2009,9,15182261.65
"REG","00008","1800",2009,9,1593226.83
"REG","00008","1900",2009,9,687599593.84
"REG","00008","1100",2009,10,1024662680.65
"REG","00008","1200",2009,10,4602092056.34
"REG","00008","1300",2009,10,4667190718.39
"REG","00008","1400",2009,10,959564018.6
"REG","00008","1500",2009,10,206649902.37
"REG","00008","1600",2009,10,1154526.66
"REG","00008","1700",2009,10,9918783.32
"REG","00008","1800",2009,10,42008735.94
"REG","00008","1900",2009,10,803687108.83
"REG","00008","1100",2009,11,1024662680.65
"REG","00008","1200",2009,11,4980241622.22
"REG","00008","1300",2009,11,5063359444.25
"REG","00008","1400",2009,11,941544858.62
"REG","00008","1500",2009,11,186203915.45
"REG","00008","1600",2009,11,1184183.75
"REG","00008","1700",2009,11,27577635.28
"REG","00008","1800",2009,11,1001944.05
"REG","00008","1900",2009,11,782736338.75
"REG","00008","1100",2009,12,1024662680.65
"REG","00008","1200",2009,12,6001210378.11
"REG","00008","1300",2009,12,6068758353.93
"REG","00008","1400",2009,12,957114704.83
"REG","00008","1500",2009,12,270218319.02
"REG","00008","1600",2009,12,2582985.99
"REG","00008","1700",2009,12,40416815.61
"REG","00008","1800",2009,12,1564402.79
"REG","00008","1900",2009,12,726294618.22
"REG","00009","1100",2009,1,822281989.74
"REG","00009","1200",2009,1,313123655.3
"REG","00009","1300",2009,1,354255398.36
"REG","00009","1400",2009,1,781150246.68
"REG","00009","1500",2009,1,133701461.64
"REG","00009","1600",2009,1,22909713.24
"REG","00009","1700",2009,1,43879491.27
"REG","00009","1800",2009,1,588520.98
"REG","00009","1900",2009,1,669007084.05
"REG","00009","1100",2009,2,824804727.16
"REG","00009","1200",2009,2,737724116.14
"REG","00009","1300",2009,2,785096446.29
"REG","00009","1400",2009,2,777432397.01
"REG","00009","1500",2009,2,124757503.4
"REG","00009","1600",2009,2,2224583.01
"REG","00009","1700",2009,2,32795385.43
"REG","00009","1800",2009,2,15581558.19
"REG","00009","1900",2009,2,698827254.22
"REG","00009","1100",2009,3,827578962.48
"REG","00009","1200",2009,3,1093538557.13
"REG","00009","1300",2009,3,1203053597.18
"REG","00009","1400",2009,3,718063922.43
"REG","00009","1500",2009,3,121532526.22
"REG","00009","1600",2009,3,9921507.52
"REG","00009","1700",2009,3,28018342.2
"REG","00009","1800",2009,3,1085749.87
"REG","00009","1900",2009,3,615713980.76
"REG","00009","1100",2009,4,825185496.72
"REG","00009","1200",2009,4,1375938195.43
"REG","00009","1300",2009,4,1564244863.08
"REG","00009","1400",2009,4,636878829.07
"REG","00009","1500",2009,4,107703600.6
"REG","00009","1600",2009,4,14275908.5
"REG","00009","1700",2009,4,8108374.32
"REG","00009","1800",2009,4,712191.23
"REG","00009","1900",2009,4,523719885.52
"REG","00009","1100",2009,5,824533338.51
"REG","00009","1200",2009,5,1789441600.72
"REG","00009","1300",2009,5,1930602175.79
"REG","00009","1400",2009,5,683372763.44
"REG","00009","1500",2009,5,111383749.92
"REG","00009","1600",2009,5,6112923.96
"REG","00009","1700",2009,5,19763218.63
"REG","00009","1800",2009,5,24072385.36
"REG","00009","1900",2009,5,609711693.55
"REG","00009","1100",2009,6,829456105.38
"REG","00009","1200",2009,6,2457637212.77
"REG","00009","1300",2009,6,2489702787.95
"REG","00009","1400",2009,6,797390530.2
"REG","00009","1500",2009,6,164400892.36
"REG","00009","1600",2009,6,31667739.95
"REG","00009","1700",2009,6,52611909.3
"REG","00009","1800",2009,6,11244736.66
"REG","00009","1900",2009,6,665178543.85
"REG","00009","1100",2009,7,829641768.48
"REG","00009","1200",2009,7,2925106627.44
"REG","00009","1300",2009,7,2928023038.49
"REG","00009","1400",2009,7,826725357.43
"REG","00009","1500",2009,7,214311943.71
"REG","00009","1600",2009,7,7476491.04
"REG","00009","1700",2009,7,10977831.17
"REG","00009","1800",2009,7,812634.34
"REG","00009","1900",2009,7,616727388.19
"REG","00009","1100",2009,8,830964299.04
"REG","00009","1200",2009,8,3158384376.17
"REG","00009","1300",2009,8,3213492601.69
"REG","00009","1400",2009,8,775856073.52
"REG","00009","1500",2009,8,202890467.65
"REG","00009","1600",2009,8,2161241.06
"REG","00009","1700",2009,8,12833606.23
"REG","00009","1800",2009,8,2718514.97
"REG","00009","1900",2009,8,586356486.01
"REG","00009","1100",2009,9,818895602.36
"REG","00009","1200",2009,9,3487465707.28
"REG","00009","1300",2009,9,3609837995.34
"REG","00009","1400",2009,9,696523314.3
"REG","00009","1500",2009,9,174375378.32
"REG","00009","1600",2009,9,2524600.85
"REG","00009","1700",2009,9,9464643.54
"REG","00009","1800",2009,9,440560.33
"REG","00009","1900",2009,9,529528539
"REG","00009","1100",2009,10,824590783.94
"REG","00009","1200",2009,10,3943504384.61
"REG","00009","1300",2009,10,4014347777.62
"REG","00009","1400",2009,10,753747390.93
"REG","00009","1500",2009,10,168088950.27
"REG","00009","1600",2009,10,2110538.5
"REG","00009","1700",2009,10,7655855.29
"REG","00009","1800",2009,10,40012238.6
"REG","00009","1900",2009,10,631215996.05
"REG","00009","1100",2009,11,822385404.27
"REG","00009","1200",2009,11,4300873857.95
"REG","00009","1300",2009,11,4370353327.33
"REG","00009","1400",2009,11,752905934.89
"REG","00009","1500",2009,11,187014046.14
"REG","00009","1600",2009,11,3910912.78
"REG","00009","1700",2009,11,16601425.23
"REG","00009","1800",2009,11,2803223.66
"REG","00009","1900",2009,11,581385624.86
"REG","00009","1100",2009,12,821407351.6
"REG","00009","1200",2009,12,5172996116.58
"REG","00009","1300",2009,12,5217509137.76
"REG","00009","1400",2009,12,776894330.42
"REG","00009","1500",2009,12,259133205.57
"REG","00009","1600",2009,12,14891885.49
"REG","00009","1700",2009,12,46884272.02
"REG","00009","1800",2009,12,3049822.9
"REG","00009","1900",2009,12,552803334.28
"REG","00010","1100",2009,1,228175337.14
"REG","00010","1200",2009,1,94147445.72
"REG","00010","1300",2009,1,118703906.83
"REG","00010","1400",2009,1,203618876.03
"REG","00010","1500",2009,1,13433318.75
"REG","00010","1600",2009,1,898485.38
"REG","00010","1700",2009,1,5536970.72
"REG","00010","1800",2009,1,44016.28
"REG","00010","1900",2009,1,194868058.9
"REG","00010","1100",2009,2,228203611.5
"REG","00010","1200",2009,2,214994643.44
"REG","00010","1300",2009,2,233226381.72
"REG","00010","1400",2009,2,209971873.22
"REG","00010","1500",2009,2,16599279.07
"REG","00010","1600",2009,2,759349.32
"REG","00010","1700",2009,2,15188390.22
"REG","00010","1800",2009,2,9642051.95
"REG","00010","1900",2009,2,217443687
"REG","00010","1100",2009,3,228179093.51
"REG","00010","1200",2009,3,322203756.81
"REG","00010","1300",2009,3,339647575.72
"REG","00010","1400",2009,3,210735274.6
"REG","00010","1500",2009,3,28170116.42
"REG","00010","1600",2009,3,658164.52
"REG","00010","1700",2009,3,4973301.51
"REG","00010","1800",2009,3,845916
"REG","00010","1900",2009,3,187726211.17
"REG","00010","1100",2009,4,228165327.27
"REG","00010","1200",2009,4,403311137.9
"REG","00010","1300",2009,4,439310070.22
"REG","00010","1400",2009,4,192166394.95
"REG","00010","1500",2009,4,23908195.75
"REG","00010","1600",2009,4,145861.98
"REG","00010","1700",2009,4,3194905.69
"REG","00010","1800",2009,4,137607.57
"REG","00010","1900",2009,4,171444850.48
"REG","00010","1100",2009,5,228165327.27
"REG","00010","1200",2009,5,531288865.67
"REG","00010","1300",2009,5,560364602.09
"REG","00010","1400",2009,5,199089590.85
"REG","00010","1500",2009,5,30423939.98
"REG","00010","1600",2009,5,1512931.08
"REG","00010","1700",2009,5,17364448.24
"REG","00010","1800",2009,5,5216905.86
"REG","00010","1900",2009,5,189734073.89
"REG","00010","1100",2009,6,228165327.27
"REG","00010","1200",2009,6,692939668.87
"REG","00010","1300",2009,6,723279038.23
"REG","00010","1400",2009,6,197825957.91
"REG","00010","1500",2009,6,37946688.75
"REG","00010","1600",2009,6,7549265.1
"REG","00010","1700",2009,6,13982274.09
"REG","00010","1800",2009,6,420711.22
"REG","00010","1900",2009,6,166732989.37
"REG","00010","1100",2009,7,228165327.27
"REG","00010","1200",2009,7,794695031.39
"REG","00010","1300",2009,7,841918825.97
"REG","00010","1400",2009,7,180941532.69
"REG","00010","1500",2009,7,28109894.57
"REG","00010","1600",2009,7,2477060.81
"REG","00010","1700",2009,7,5572681.63
"REG","00010","1800",2009,7,199844.13
"REG","00010","1900",2009,7,156127103.07
"REG","00010","1100",2009,8,228165327.27
"REG","00010","1200",2009,8,872966664.99
"REG","00010","1300",2009,8,947682277.9
"REG","00010","1400",2009,8,153449714.36
"REG","00010","1500",2009,8,18724249.3
"REG","00010","1600",2009,8,1085657.78
"REG","00010","1700",2009,8,8256189.9
"REG","00010","1800",2009,8,1694899.04
"REG","00010","1900",2009,8,143590896.22
"REG","00010","1100",2009,9,228165327.27
"REG","00010","1200",2009,9,973176401.74
"REG","00010","1300",2009,9,1047244519.5
"REG","00010","1400",2009,9,154097209.51
"REG","00010","1500",2009,9,35533823.06
"REG","00010","1600",2009,9,2631002.91
"REG","00010","1700",2009,9,4511717.53
"REG","00010","1800",2009,9,259576.63
"REG","00010","1900",2009,9,120703677.7
"REG","00010","1100",2009,10,194251076.05
"REG","00010","1200",2009,10,985325216.47
"REG","00010","1300",2009,10,1034582924.55
"REG","00010","1400",2009,10,144993367.97
"REG","00010","1500",2009,10,27380373.73
"REG","00010","1600",2009,10,1205461.67
"REG","00010","1700",2009,10,2760167.34
"REG","00010","1800",2009,10,9531440
"REG","00010","1900",2009,10,128699139.91
"REG","00010","1100",2009,11,228165327.27
"REG","00010","1200",2009,11,1216541821.8
"REG","00010","1300",2009,11,1269149306.81
"REG","00010","1400",2009,11,175557842.26
"REG","00010","1500",2009,11,40685825.65
"REG","00010","1600",2009,11,2797260.5
"REG","00010","1700",2009,11,6793446.39
"REG","00010","1800",2009,11,509796.66
"REG","00010","1900",2009,11,139377999.16
"REG","00010","1100",2009,12,228165327.27
"REG","00010","1200",2009,12,1452360687.61
"REG","00010","1300",2009,12,1473170464.02
"REG","00010","1400",2009,12,207355550.86
"REG","00010","1500",2009,12,64228987.69
"REG","00010","1600",2009,12,9930313.01
"REG","00010","1700",2009,12,10423587.18
"REG","00010","1800",2009,12,494688.68
"REG","00010","1900",2009,12,144114526.02
"REG","00011","1100",2009,1,298528199.9
"REG","00011","1200",2009,1,93379343.94
"REG","00011","1300",2009,1,129301892.08
"REG","00011","1400",2009,1,262605651.76
"REG","00011","1500",2009,1,33825806.25
"REG","00011","1600",2009,1,3693921.23
"REG","00011","1700",2009,1,6800494.46
"REG","00011","1800",2009,1,588446.12
"REG","00011","1900",2009,1,232474864.86
"REG","00011","1100",2009,2,298527950.44
"REG","00011","1200",2009,2,262531982.43
"REG","00011","1300",2009,2,285850002.66
"REG","00011","1400",2009,2,275209930.21
"REG","00011","1500",2009,2,35013072.53
"REG","00011","1600",2009,2,2518747.16
"REG","00011","1700",2009,2,14456079.06
"REG","00011","1800",2009,2,6709254
"REG","00011","1900",2009,2,258843443.58
"REG","00011","1100",2009,3,301404369.88
"REG","00011","1200",2009,3,390185587.13
"REG","00011","1300",2009,3,432301511.49
"REG","00011","1400",2009,3,259288445.52
"REG","00011","1500",2009,3,28425431.54
"REG","00011","1600",2009,3,2235813.81
"REG","00011","1700",2009,3,9754628.63
"REG","00011","1800",2009,3,1102082.68
"REG","00011","1900",2009,3,239483911.48
"REG","00011","1100",2009,4,301059821.76
"REG","00011","1200",2009,4,489157689.2
"REG","00011","1300",2009,4,563400932.54
"REG","00011","1400",2009,4,226816578.42
"REG","00011","1500",2009,4,26257757.29
"REG","00011","1600",2009,4,3622976.49
"REG","00011","1700",2009,4,5938521.29
"REG","00011","1800",2009,4,226437.1
"REG","00011","1900",2009,4,203100803.03
"REG","00011","1100",2009,5,298182323.58
"REG","00011","1200",2009,5,664585177.62
"REG","00011","1300",2009,5,724232060.77
"REG","00011","1400",2009,5,238535440.43
"REG","00011","1500",2009,5,26508699.16
"REG","00011","1600",2009,5,2134589.18
"REG","00011","1700",2009,5,8605169.68
"REG","00011","1800",2009,5,10043188.38
"REG","00011","1900",2009,5,228540510.15
"REG","00011","1100",2009,6,296947772.79
"REG","00011","1200",2009,6,909464092.87
"REG","00011","1300",2009,6,946437752.56
"REG","00011","1400",2009,6,259974113.1
"REG","00011","1500",2009,6,45149234.19
"REG","00011","1600",2009,6,3480098.99
"REG","00011","1700",2009,6,23570845.27
"REG","00011","1800",2009,6,1555030.86
"REG","00011","1900",2009,6,236470656.05
"REG","00011","1100",2009,7,298182323.58
"REG","00011","1200",2009,7,1088322874.2
"REG","00011","1300",2009,7,1128025809.8
"REG","00011","1400",2009,7,258479387.98
"REG","00011","1500",2009,7,52625262.18
"REG","00011","1600",2009,7,2156784.13
"REG","00011","1700",2009,7,7012194.03
"REG","00011","1800",2009,7,1163355.83
